timestamp;date_gmt;status;attendance;home_team_name;away_team_name;gameweek;prematchppghome;prematchppgaway;home_ppg;away_ppg;home_team_goal_count;away_team_goal_count;total_goal_count;total_goals_at_half_time;home_team_goal_count_half_time;away_team_goal_count_half_time;home_team_goal_timings;away_team_goal_timings;home_team_corner_count;away_team_corner_count;home_team_yellow_cards;home_team_red_cards;away_team_yellow_cards;away_team_red_cards;home_team_first_half_cards;home_team_second_half_cards;away_team_first_half_cards;away_team_second_half_cards;home_team_shots;away_team_shots;home_team_shots_on_target;away_team_shots_on_target;home_team_shots_off_target;away_team_shots_off_target;home_team_fouls;away_team_fouls;home_team_possession;away_team_possession;team_a_xg;team_b_xg;average_goals_per_match_pre_match;btts_percentage_pre_match;over_15_percentage_pre_match;over_25_percentage_pre_match;over_35_percentage_pre_match;over_45_percentage_pre_match;over_15_ht_fhg_percentage_pre_match;over_05_ht_fhg_percentage_pre_match;over_15_2hg_percentage_pre_match;over_05_2hg_percentage_pre_match;average_corners_per_match_pre_match;average_cards_per_match_pre_match;detalhe;liga;mes;dia;ano;data
1610820000;Jan_16_2021___6_00pm;complete;;novaiguaçu;friburguense;1.0;0.0;0.0;1.75;0.2;1;0;1;1;1;0;31;;6.0;3.0;;;;;;;;;17.0;6.0;5.0;4.0;12.0;2.0;;;49.0;51.0;1.81;0.95;0.0;0;0;0;0;0;0;0;0;0;0.0;0.0;-3;missing;01;16;2021;20210116
1610820000;Jan_16_2021___6_00pm;complete;;americarj;sampaiocorrearj;1.0;0.0;0.0;1.2;1.4;1;1;2;2;1;1;38;43;3.0;5.0;;;;;;;;;8.0;8.0;4.0;3.0;4.0;5.0;;;45.0;55.0;1.07;1.1;0.0;0;0;0;0;0;0;0;0;0;0.0;0.0;-3;missing;01;16;2021;20210116
1610820000;Jan_16_2021___6_00pm;complete;;americano;cabofriense;1.0;0.0;0.0;1.0;2.1;3;2;5;4;2;2;10_32_90_4;20_37;3.0;6.0;;;;;;;;;13.0;16.0;8.0;11.0;5.0;5.0;;;50.0;50.0;1.66;2.02;0.0;0;0;0;0;0;0;0;0;0;0.0;0.0;-3;missing;01;16;2021;20210116
1611165600;Jan_20_2021___6_00pm;complete;;friburguense;americano;2.0;0.0;3.0;0.2;1.0;1;1;2;2;1;1;44;18;7.0;3.0;;;;;;;;;15.0;8.0;3.0;4.0;12.0;4.0;;;62.0;38.0;1.76;1.05;3.0;50;50;50;50;50;50;100;0;50;6.0;;-3;missing;01;20;2021;20210120
1611165600;Jan_20_2021___6_00pm;complete;;sampaiocorrearj;novaiguaçu;2.0;1.0;3.0;1.4;1.75;1;2;3;1;0;1;57;15_85;7.0;0.0;;;;;;;;;15.0;13.0;8.0;8.0;7.0;5.0;;;62.0;38.0;1.82;1.61;1.5;50;50;0;0;0;50;100;0;0;11.0;;-3;missing;01;20;2021;20210120
1611165600;Jan_20_2021___6_00pm;complete;;cabofriense;americarj;2.0;0.0;1.0;2.1;1.2;0;0;0;0;0;0;;;7.0;9.0;;;;;;;;;3.0;5.0;0.0;0.0;3.0;5.0;;;52.0;48.0;0.73;0.82;3.5;100;100;50;50;50;100;100;0;50;9.0;;-3;missing;01;20;2021;20210120
1611426600;Jan_23_2021___6_30pm;complete;;cabofriense;friburguense;3.0;0.5;0.5;2.1;0.2;2;1;3;2;1;1;45_8_60;5;5.0;9.0;;;;;;;;;19.0;6.0;6.0;3.0;13.0;3.0;;;54.0;46.0;2.04;1.02;2.0;50;50;25;25;25;50;75;0;25;11.5;;-3;missing;01;23;2021;20210123
1611426600;Jan_23_2021___6_30pm;complete;;americano;sampaiocorrearj;3.0;2.0;0.5;1.0;1.4;1;2;3;2;1;1;12;45_6_85;2.0;4.0;;;;;;;;;9.0;9.0;5.0;3.0;4.0;6.0;;;44.0;56.0;1.17;1.11;3.0;100;100;50;25;25;75;100;25;50;9.0;;-3;missing;01;23;2021;20210123
1611426600;Jan_23_2021___6_30pm;complete;;americarj;novaiguaçu;3.0;1.0;3.0;1.2;1.75;1;1;2;2;1;1;40;33;4.0;8.0;;;;;;;;;7.0;7.0;2.0;3.0;5.0;4.0;;;50.0;50.0;1.04;1.19;1.5;50;50;25;0;0;25;75;25;25;9.0;;-3;missing;01;23;2021;20210123
1611772200;Jan_27_2021___6_30pm;complete;;friburguense;americarj;4.0;0.33;1.0;0.2;1.2;1;2;3;0;0;0;64;56_71;12.0;1.0;;;;;;;;;4.0;5.0;2.0;3.0;2.0;2.0;;;57.0;43.0;1.0;0.85;1.67;67;67;17;0;0;67;84;0;17;11.66;;-3;missing;01;27;2021;20210127
1611772200;Jan_27_2021___6_30pm;complete;;novaiguaçu;americano;4.0;2.33;1.33;1.75;1.0;1;0;1;1;1;0;9;;4.0;3.0;;;;;;;;;12.0;9.0;7.0;2.0;5.0;7.0;;;44.0;56.0;1.57;1.13;2.67;84;84;50;17;17;67;100;17;50;7.34;;-3;missing;01;27;2021;20210127
1611772200;Jan_27_2021___6_30pm;complete;;sampaiocorrearj;cabofriense;4.0;1.33;1.33;1.4;2.1;0;1;1;0;0;0;;61;1.0;1.0;;;;;;;;;2.0;3.0;2.0;2.0;0.0;1.0;;;54.0;46.0;0.3;0.35;2.67;84;84;67;17;17;67;84;17;67;11.33;;-3;missing;01;27;2021;20210127
1612031400;Jan_30_2021___6_30pm;complete;;americano;americarj;5.0;1.0;1.5;1.0;1.2;3;0;3;2;2;0;13_40_90_4;;3.0;10.0;;;;;;;;;14.0;17.0;6.0;10.0;8.0;7.0;;;45.0;55.0;1.56;2.02;2.25;75;75;38;13;13;63;75;13;38;7.0;;-3;missing;01;30;2021;20210130
1612031400;Jan_30_2021___6_30pm;complete;;cabofriense;novaiguaçu;5.0;1.75;2.5;2.1;1.75;1;0;1;1;1;0;5;;5.0;9.0;;;;;;;;;5.0;10.0;3.0;6.0;2.0;4.0;;;41.0;59.0;0.81;1.57;2.0;50;50;38;13;13;38;75;13;50;9.25;;-3;missing;01;30;2021;20210130
1612031400;Jan_30_2021___6_30pm;complete;;friburguense;sampaiocorrearj;5.0;0.25;1.0;0.2;1.4;1;2;3;1;0;1;49;30_90_2;8.0;3.0;;;;;;;;;6.0;7.0;2.0;4.0;4.0;3.0;;;49.0;51.0;1.22;1.26;2.25;75;75;50;0;0;50;75;25;63;12.0;;-3;missing;01;30;2021;20210130
1612377000;Feb_03_2021___6_30pm;complete;;cabofriense;americano;6.0;2.0;1.4;2.1;1.0;2;1;3;2;1;1;42_58;45;1.0;8.0;;;;;;;;;5.0;2.0;4.0;2.0;1.0;0.0;;;46.0;54.0;1.05;0.69;2.4;50;60;50;20;20;60;80;0;60;7.6;;-3;missing;02;03;2021;20210203
1612377000;Feb_03_2021___6_30pm;complete;;friburguense;novaiguaçu;6.0;0.2;2.0;0.2;1.75;0;1;1;0;0;0;;68;6.0;6.0;;;;;;;;;9.0;13.0;4.0;7.0;5.0;6.0;;;53.0;47.0;1.34;1.66;2.0;60;60;40;0;0;30;90;30;40;13.2;;-3;missing;02;03;2021;20210203
1612377000;Feb_03_2021___6_30pm;complete;;sampaiocorrearj;americarj;6.0;1.4;1.2;1.4;1.2;0;0;0;0;0;0;;;3.0;10.0;;;;;;;;;4.0;5.0;2.0;4.0;2.0;1.0;;;46.0;54.0;0.55;0.73;2.2;70;80;50;0;0;50;70;30;60;9.4;;-3;missing;02;03;2021;20210203
1612636200;Feb_06_2021___6_30pm;complete;;americano;friburguense;7.0;1.17;0.17;1.0;0.2;2;1;3;1;1;0;31_78;55;4.0;3.0;;;;;;;;;9.0;15.0;6.0;6.0;3.0;9.0;;;49.0;51.0;1.31;1.84;2.5;67;75;59;9;9;58;84;17;67;11.17;;-3;missing;02;06;2021;20210206
1612636200;Feb_06_2021___6_30pm;complete;;novaiguaçu;sampaiocorrearj;7.0;2.17;1.33;1.75;1.4;1;0;1;1;1;0;8;;3.0;3.0;;;;;;;;;5.0;6.0;2.0;0.0;3.0;6.0;;;40.0;60.0;0.72;0.71;1.75;50;50;34;0;0;25;75;25;50;9.33;;-3;missing;02;06;2021;20210206
1612647000;Feb_06_2021___9_30pm;complete;;americarj;cabofriense;7.0;1.17;2.17;1.2;2.1;1;1;2;0;0;0;64;81;4.0;7.0;;;;;;;;;8.0;7.0;2.0;2.0;6.0;5.0;;;47.0;53.0;1.13;1.05;1.92;50;59;42;9;9;50;59;9;50;10.34;;-3;missing;02;06;2021;20210206
1612981800;Feb_10_2021___6_30pm;complete;;friburguense;cabofriense;8.0;0.14;2.0;0.2;2.1;2;5;7;3;1;2;21_46;33_35_50_52_54;3.0;6.0;;;;;;;;;10.0;14.0;6.0;8.0;4.0;6.0;;;46.0;54.0;1.29;1.77;2.22;64;64;50;7;7;36;64;29;71;11.43;;-3;missing;02;10;2021;20210210
1612981800;Feb_10_2021___6_30pm;complete;;sampaiocorrearj;americano;8.0;1.14;1.43;1.4;1.0;2;0;2;1;1;0;45_1_47;;0.0;4.0;;;;;;;;;4.0;0.0;3.0;0.0;1.0;0.0;;;50.0;50.0;0.51;0.0;2.36;64;72;57;7;7;50;86;22;64;7.42;;-3;missing;02;10;2021;20210210
1612981800;Feb_10_2021___6_30pm;complete;;novaiguaçu;americarj;8.0;2.29;1.14;1.75;1.2;1;0;1;0;0;0;46;;6.0;0.0;;;;;;;;;7.0;4.0;2.0;0.0;5.0;4.0;;;55.0;45.0;1.08;0.69;1.57;43;50;22;0;0;29;65;22;36;11.0;;-3;missing;02;10;2021;20210210
1613586600;Feb_17_2021___6_30pm;complete;;cabofriense;sampaiocorrearj;9.0;2.13;1.38;2.1;1.4;2;1;3;2;1;1;37_76;35;6.0;0.0;;;;;;;;;17.0;11.0;6.0;4.0;11.0;7.0;;;46.0;54.0;1.92;1.3;2.32;57;63;44;13;13;38;69;25;69;8.0;;-3;missing;02;17;2021;20210217
1613586600;Feb_17_2021___6_30pm;complete;;americano;novaiguaçu;9.0;1.25;2.38;1.0;1.75;1;3;4;1;0;1;71;39_58_85;1.0;6.0;;;;;;;;;5.0;9.0;4.0;5.0;1.0;4.0;;;53.0;47.0;0.84;1.31;2.07;44;57;38;7;7;38;88;13;57;9.0;;-3;missing;02;17;2021;20210217
1613586600;Feb_17_2021___6_30pm;complete;;americarj;friburguense;9.0;1.0;0.13;1.2;0.2;4;4;8;4;3;1;4_6_35_50;16_49_54_89;3.0;8.0;;;;;;;;;13.0;9.0;5.0;5.0;8.0;4.0;;;48.0;52.0;1.68;1.39;2.26;63;69;44;7;7;38;57;38;63;11.51;;-3;missing;02;17;2021;20210217
1613845800;Feb_20_2021___6_30pm;complete;;americarj;americano;10.0;1.0;1.11;1.2;1.0;3;1;4;2;1;1;41_53_90;45_1;6.0;1.0;;;;;;;;;19.0;14.0;11.0;7.0;8.0;7.0;;;51.0;49.0;2.61;1.88;2.61;62;78;50;17;11;50;72;28;67;8.33;;-3;missing;02;20;2021;20210220
1613845800;Feb_20_2021___6_30pm;complete;;sampaiocorrearj;friburguense;10.0;1.22;0.22;1.4;0.2;1;0;1;1;1;0;45_5;;1.0;6.0;;;;;;;;;3.0;0.0;2.0;0.0;1.0;0.0;;;39.0;61.0;0.38;0.07;2.72;67;73;56;11;11;39;78;39;73;9.45;;-3;missing;02;20;2021;20210220
1613845800;Feb_20_2021___6_30pm;complete;;novaiguaçu;cabofriense;10.0;2.44;2.22;1.75;2.1;1;1;2;1;0;1;90_4;15;17.0;1.0;;;;;;;;;5.0;5.0;2.0;2.0;3.0;3.0;;;62.0;38.0;1.19;0.75;2.23;50;50;39;17;11;34;73;22;61;10.22;;-3;missing;02;20;2021;20210220
1614731700;Mar_03_2021___12_35am;complete;;flamengo;novaiguaçu;1.0;0.0;2.3;2.0;1.75;1;0;1;0;0;0;90_5;;9.0;0.0;;;;;;;;;15.0;7.0;7.0;3.0;8.0;4.0;;;61.0;39.0;1.93;0.83;0.85;20;20;10;5;0;5;40;10;25;6.5;;-3;missing;03;03;2021;20210303
1614794400;Mar_03_2021___6_00pm;complete;;macae;bangu;1.0;0.0;0.0;0.1;0.6;0;1;1;0;0;0;;80;4.0;6.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;6.0;7.0;3.0;3.0;3.0;4.0;;;46.0;54.0;1.02;1.03;0.0;0;0;0;0;0;0;0;0;0;0.0;0.0;-3;missing;03;03;2021;20210303
1614801600;Mar_03_2021___8_00pm;complete;;voltaredonda;madureira;1.0;0.0;0.0;2.1;1.5;2;2;4;1;1;0;3_78;74_80;7.0;4.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;22.0;14.0;9.0;4.0;13.0;10.0;;;52.0;48.0;2.55;1.56;0.0;0;0;0;0;0;0;0;0;0;0.0;0.0;-3;missing;03;03;2021;20210303
1614805200;Mar_03_2021___9_00pm;complete;;botafogo;boavista;1.0;0.0;0.0;1.2;1.1;0;0;0;0;0;0;;;7.0;4.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0;1.0;19.0;8.0;5.0;3.0;14.0;5.0;;;60.0;40.0;2.38;1.22;0.0;0;0;0;0;0;0;0;0;0;0.0;0.0;-3;missing;03;03;2021;20210303
1614816000;Mar_04_2021___12_00am;complete;;vascodagama;portuguesarj;1.0;0.0;0.0;1.4;1.8;0;1;1;1;0;1;;31;6.0;3.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;8.0;7.0;0.0;2.0;8.0;5.0;;;63.0;37.0;1.15;0.93;0.0;0;0;0;0;0;0;0;0;0;0.0;0.0;-3;missing;03;04;2021;20210304
1614902400;Mar_05_2021___12_00am;complete;;resende;fluminense;1.0;0.0;0.0;1.1;1.9;2;1;3;0;0;0;84_90_10;79;2.0;6.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;10.0;11.0;7.0;6.0;3.0;5.0;;;43.0;57.0;1.35;1.45;0.0;0;0;0;0;0;0;0;0;0;0.0;0.0;-3;missing;03;05;2021;20210305
1615064400;Mar_06_2021___9_00pm;complete;;macae;flamengo;2.0;0.0;3.0;0.1;2.0;0;2;2;1;0;1;;38_66;5.0;8.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;4.0;10.0;0.0;3.0;4.0;7.0;;;37.0;63.0;0.61;1.39;1.0;0;0;0;0;0;0;0;0;100;13.0;;-3;missing;03;06;2021;20210306
1615075500;Mar_07_2021___12_05am;complete;;voltaredonda;vascodagama;2.0;1.0;0.0;2.1;1.4;1;0;1;0;0;0;84;;4.0;10.0;2.0;0.0;2.0;0.0;1.0;1.0;1.0;1.0;11.0;16.0;5.0;5.0;6.0;11.0;;;40.0;60.0;1.37;1.88;2.5;50;50;50;50;0;0;100;50;50;13.0;1.0;-3;missing;03;07;2021;20210307
1615141800;Mar_07_2021___6_30pm;complete;;novaiguaçu;madureira;2.0;2.09;1.0;1.75;1.5;0;0;0;0;0;0;;;9.0;3.0;0.0;0.0;3.0;0.0;0.0;0.0;1.0;2.0;9.0;5.0;0.0;0.0;9.0;5.0;;;60.0;40.0;1.17;0.68;2.82;68;68;59;55;0;5;87;59;78;9.91;0.0;-3;missing;03;07;2021;20210307
1615143600;Mar_07_2021___7_00pm;complete;;fluminense;portuguesarj;2.0;0.0;3.0;1.9;1.8;0;3;3;1;0;1;;26_53_59;2.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;10.0;10.0;2.0;6.0;8.0;4.0;;;60.0;40.0;1.27;1.34;2.0;50;50;50;0;0;0;50;50;50;9.0;2.0;-3;missing;03;07;2021;20210307
1615150800;Mar_07_2021___9_00pm;complete;;boavista;bangu;2.0;1.0;3.0;1.1;0.6;2;0;2;1;1;0;5_55;;2.0;7.0;;;;;;;;;4.0;19.0;3.0;4.0;1.0;15.0;;;33.0;67.0;0.68;1.98;0.5;0;0;0;0;0;0;0;0;50;10.0;3.0;-3;missing;03;07;2021;20210307
1615158900;Mar_07_2021___11_15pm;complete;;botafogo;resende;2.0;1.0;3.0;1.2;1.1;3;0;3;2;2;0;32_33_71;;5.0;11.0;2.0;0.0;1.0;0.0;0.0;2.0;1.0;0.0;15.0;14.0;8.0;7.0;7.0;7.0;15.0;17.0;43.0;57.0;1.83;1.68;1.5;50;50;50;0;0;0;0;50;50;9.0;1.0;-3;missing;03;07;2021;20210307
1615660200;Mar_13_2021___6_30pm;complete;;madureira;resende;3.0;1.0;1.5;1.5;1.1;0;0;0;0;0;0;;;7.0;2.0;;;;;;;;;27.0;2.0;5.0;2.0;22.0;0.0;;;64.0;36.0;3.03;0.8;2.5;50;75;75;25;0;25;50;50;75;10.0;3.0;-3;missing;03;13;2021;20210313
1615669200;Mar_13_2021___9_00pm;complete;;novaiguaçu;vascodagama;3.0;2.0;0.0;1.75;1.4;2;2;4;2;1;1;39_66;33_60;1.0;5.0;;;;;;;;;12.0;17.0;4.0;7.0;8.0;10.0;;;41.0;59.0;1.35;2.09;1.25;17;17;9;4;0;4;59;9;50;14.17;0.58;-3;missing;03;13;2021;20210313
1615680300;Mar_14_2021___12_05am;complete;;bangu;botafogo;3.0;1.5;2.0;0.6;1.2;0;0;0;0;0;0;;;4.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;11.0;2.0;3.0;4.0;8.0;19.0;17.0;37.0;63.0;0.71;1.35;1.5;0;50;25;0;0;25;50;0;75;12.5;1.0;-3;missing;03;14;2021;20210314
1615746600;Mar_14_2021___6_30pm;complete;;portuguesarj;voltaredonda;3.0;3.0;2.0;1.8;2.1;0;1;1;0;0;0;;54;7.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;28.0;9.0;13.0;4.0;15.0;5.0;7.0;9.0;63.0;37.0;3.47;1.34;2.25;25;50;50;25;0;0;75;50;75;7.5;2.0;-3;missing;03;14;2021;20210314
1615755600;Mar_14_2021___9_00pm;complete;;flamengo;fluminense;3.0;3.0;0.0;2.0;1.9;0;1;1;0;0;0;;83;9.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;18.0;8.0;6.0;4.0;12.0;4.0;20.0;16.0;64.0;36.0;2.03;0.95;2.25;25;75;50;0;0;0;50;50;100;12.5;1.0;-3;missing;03;14;2021;20210314
1615834800;Mar_15_2021___7_00pm;complete;;boavista;macae;3.0;2.0;0.0;1.1;0.1;1;1;2;0;0;0;76;90_7;0.0;11.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13.0;14.0;4.0;4.0;9.0;10.0;14.0;20.0;50.0;50.0;1.39;1.54;1.25;0;50;0;0;0;0;50;0;75;7.5;1.0;-3;missing;03;15;2021;20210315
1616198400;Mar_20_2021___12_00am;complete;;flamengo;resende;4.0;2.0;1.33;2.0;1.1;4;1;5;0;0;0;49_57_74_90_2;64;9.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;28.0;12.0;17.0;3.0;11.0;9.0;18.0;9.0;60.0;40.0;3.44;1.2;1.67;17;50;34;0;0;17;33;17;84;13.67;0.33;-3;missing;03;20;2021;20210320
1616263200;Mar_20_2021___6_00pm;complete;;voltaredonda;macae;4.0;2.33;0.33;2.1;0.1;1;0;1;0;0;0;64;;5.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;14.0;9.0;4.0;4.0;10.0;5.0;16.0;12.0;51.0;49.0;1.52;1.14;1.84;33;50;17;17;0;0;33;33;100;11.67;1.0;-3;missing;03;20;2021;20210320
1616270400;Mar_20_2021___8_00pm;complete;;boavista;novaiguaçu;4.0;1.67;1.92;1.1;1.75;1;2;3;2;1;1;40;27_74;5.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.0;16.0;4.0;7.0;5.0;9.0;20.0;20.0;47.0;53.0;1.31;2.03;1.51;36;53;12;8;0;8;51;28;61;7.77;-0.59;-3;missing;03;20;2021;20210320
1616285100;Mar_21_2021___12_05am;complete;;bangu;fluminense;4.0;1.33;1.0;0.6;1.9;0;1;1;0;0;0;;51;7.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;12.0;3.0;7.0;3.0;5.0;23.0;22.0;47.0;53.0;0.91;1.62;1.67;17;50;34;0;0;0;33;34;84;9.67;0.67;-3;missing;03;21;2021;20210321
1616351400;Mar_21_2021___6_30pm;complete;;madureira;portuguesarj;4.0;1.0;2.0;1.5;1.8;1;0;1;1;1;0;35;;4.0;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.0;22.0;3.0;7.0;6.0;15.0;13.0;16.0;49.0;51.0;1.33;2.56;1.5;17;33;33;17;0;0;50;33;50;8.34;1.67;-3;missing;03;21;2021;20210321
1616360400;Mar_21_2021___9_00pm;complete;;vascodagama;botafogo;4.0;0.33;1.67;1.4;1.2;1;1;2;1;0;1;87;38;8.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;14.0;16.0;5.0;4.0;9.0;12.0;17.0;19.0;57.0;43.0;1.58;1.55;1.5;17;33;33;17;0;33;50;17;50;12.67;1.34;-3;missing;03;21;2021;20210321
1616524200;Mar_23_2021___6_30pm;complete;;resende;voltaredonda;6.0;1.0;2.5;1.1;2.1;1;0;1;0;0;0;87;;1.0;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;19.0;3.0;2.0;4.0;17.0;19.0;19.0;39.0;61.0;1.01;2.05;2.25;38;50;50;25;13;13;25;38;88;10.5;0.75;-3;missing;03;23;2021;20210323
1616533200;Mar_23_2021___9_00pm;complete;;boavista;fluminense;6.0;1.25;1.5;1.1;1.9;0;2;2;0;0;0;;49_88;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;16.0;4.0;8.0;3.0;8.0;24.0;27.0;50.0;50.0;1.02;1.98;1.88;38;63;38;0;0;13;38;38;88;7.0;0.75;-3;missing;03;23;2021;20210323
1616610600;Mar_24_2021___6_30pm;complete;;madureira;bangu;6.0;1.5;1.0;1.5;0.6;1;0;1;0;0;0;90_5;;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;14.0;8.0;6.0;2.0;8.0;6.0;19.0;17.0;58.0;42.0;1.67;0.82;1.13;13;25;13;13;0;0;38;13;50;10.5;0.75;-3;missing;03;24;2021;20210324
1616619600;Mar_24_2021___9_00pm;complete;;vascodagama;macae;6.0;0.5;0.25;1.4;0.1;3;1;4;2;1;1;19_83_90;31;16.0;1.0;;;;;;;;;12.0;4.0;4.0;2.0;8.0;2.0;;;67.0;33.0;1.9;0.63;1.75;38;50;13;13;0;13;50;25;88;13.25;0.75;-3;missing;03;24;2021;20210324
1616632500;Mar_25_2021___12_35am;complete;;botafogo;flamengo;6.0;1.5;2.25;1.2;2.0;0;2;2;1;0;1;;24_85;4.0;11.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;26.0;2.0;10.0;6.0;16.0;20.0;22.0;38.0;62.0;0.87;2.8;1.75;25;50;25;13;13;13;38;13;75;13.5;0.5;-3;missing;03;25;2021;20210325
1616697000;Mar_25_2021___6_30pm;complete;;novaiguaçu;portuguesarj;5.0;2.0;1.5;1.75;1.8;0;0;0;0;0;0;;;7.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;21.0;9.0;7.0;2.0;14.0;7.0;17.0;23.0;60.0;40.0;2.32;0.95;1.65;22;34;27;7;0;11;73;23;54;10.32;-0.36;-3;missing;03;25;2021;20210325
1616785200;Mar_26_2021___7_00pm;complete;;fluminense;voltaredonda;5.0;1.8;2.0;1.9;2.1;2;3;5;2;0;2;49_74;10_27_90_3;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;21.0;19.0;8.0;11.0;13.0;8.0;10.0;20.0;58.0;42.0;2.29;2.24;1.8;20;40;30;10;0;0;20;40;100;10.0;0.8;-3;missing;03;26;2021;20210326
1616869800;Mar_27_2021___6_30pm;complete;;bangu;resende;5.0;0.8;1.4;0.6;1.1;0;0;0;0;0;0;;;9.0;1.0;;;;;;;;;16.0;9.0;5.0;3.0;11.0;6.0;;;59.0;41.0;1.85;1.09;1.7;20;40;30;10;10;10;20;20;80;9.4;0.2;-3;missing;03;27;2021;20210327
1616869800;Mar_27_2021___6_30pm;complete;;vascodagama;madureira;5.0;1.0;1.8;1.4;1.5;2;2;4;1;1;0;28_60;72_76;6.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;18.0;14.0;6.0;6.0;12.0;8.0;10.0;14.0;58.0;42.0;1.9;1.57;1.8;40;40;30;30;0;20;60;30;60;14.4;0.8;-3;missing;03;27;2021;20210327
1616889900;Mar_28_2021___12_05am;complete;;boavista;flamengo;5.0;1.0;2.4;1.1;2.0;1;1;2;2;1;1;23;29;1.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;23.0;2.0;7.0;5.0;16.0;15.0;20.0;30.0;70.0;0.77;2.54;2.0;30;70;20;10;10;10;40;30;90;12.4;0.2;-3;missing;03;28;2021;20210328
1616956200;Mar_28_2021___6_30pm;complete;;portuguesarj;macae;5.0;1.4;0.2;1.8;0.1;3;0;3;2;2;0;34_40_86;;6.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;17.0;15.0;7.0;4.0;10.0;11.0;14.0;15.0;57.0;43.0;1.99;1.5;1.6;20;40;20;10;0;10;50;30;70;9.0;0.4;-3;missing;03;28;2021;20210328
1616965200;Mar_28_2021___9_00pm;complete;;novaiguaçu;botafogo;6.0;1.93;1.2;1.75;1.2;1;2;3;0;0;0;52;90_3_90_9;5.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;14.0;14.0;4.0;7.0;10.0;7.0;26.0;18.0;43.0;57.0;1.42;1.86;1.54;30;50;24;7;0;20;64;10;57;10.27;-0.4;-3;missing;03;28;2021;20210328
1617150900;Mar_31_2021___12_35am;complete;;fluminense;vascodagama;7.0;1.5;1.0;1.9;1.4;1;1;2;1;0;1;47;37;8.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.0;14.0;2.0;5.0;7.0;9.0;16.0;16.0;49.0;51.0;1.23;1.74;2.59;50;67;50;34;9;25;58;59;92;13.0;0.5;-3;missing;03;31;2021;20210331
1617215400;Mar_31_2021___6_30pm;complete;;macae;novaiguaçu;7.0;0.17;1.81;0.1;1.75;1;3;4;2;1;1;22;17_51_75;4.0;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0;10.0;5.0;6.0;6.0;4.0;14.0;16.0;45.0;55.0;1.47;1.7;1.96;39;56;32;15;0;26;57;29;78;10.96;-0.75;-3;missing;03;31;2021;20210331
1617220800;Mar_31_2021___8_00pm;complete;;botafogo;madureira;7.0;1.5;1.67;1.2;1.5;1;1;2;1;0;1;75;27;8.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0;5.0;6.0;4.0;5.0;1.0;10.0;21.0;61.0;39.0;1.64;0.83;1.67;33;50;33;17;0;9;50;25;59;9.5;0.83;-3;missing;03;31;2021;20210331
1617235200;Apr_01_2021___12_00am;complete;;flamengo;bangu;7.0;2.17;0.83;2.0;0.6;3;0;3;1;1;0;45_3_67_85;;11.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;19.0;7.0;6.0;2.0;13.0;5.0;15.0;23.0;69.0;31.0;2.47;0.83;1.5;17;42;9;9;9;9;34;9;75;14.33;-0.17;-3;missing;04;01;2021;20210401
